,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,special_event,special_event_lower,special_event_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
0,2020-01-01,129.022252,71.97349404489147,139.61306502196263,129.022252,129.022252,-24.04363424486644,-24.04363424486644,-24.04363424486644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23086159393347855,-0.23086159393347855,-0.23086159393347855,-23.81277265093296,-23.81277265093296,-23.81277265093296,104.97861775513357
1,2020-01-02,129.00842981164385,71.59866891075379,138.4699910627782,129.00842981164385,129.00842981164385,-24.38143205286421,-24.38143205286421,-24.38143205286421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28144467202695955,-0.28144467202695955,-0.28144467202695955,-24.099987380837252,-24.099987380837252,-24.099987380837252,104.62699775877964
2,2020-01-03,128.99460762328766,81.77825195730411,147.34072107102827,128.99460762328766,128.99460762328766,-13.557729350734633,-13.557729350734633,-13.557729350734633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.815963256308153,10.815963256308153,10.815963256308153,-24.373692607042788,-24.373692607042788,-24.373692607042788,115.43687827255303
3,2020-01-04,128.9807854349315,55.21010234848526,120.48015423523657,128.9807854349315,128.9807854349315,-40.86400269680026,-40.86400269680026,-40.86400269680026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.236017840548612,-16.236017840548612,-16.236017840548612,-24.62798485625165,-24.62798485625165,-24.62798485625165,88.11678273813123
4,2020-01-05,128.96696324657535,44.493963296084246,112.74626706363235,128.96696324657535,128.96696324657535,-51.14180281175525,-51.14180281175525,-51.14180281175525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.284467145255334,-26.284467145255334,-26.284467145255334,-24.857335666499917,-24.857335666499917,-24.857335666499917,77.8251604348201
5,2020-01-06,128.9531410582192,91.63961345861362,161.84547835877925,128.9531410582192,128.9531410582192,-3.625677269369707,-3.625677269369707,-3.625677269369707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43105026172978,21.43105026172978,21.43105026172978,-25.056727531099487,-25.056727531099487,-25.056727531099487,125.32746378884949
6,2020-01-07,128.939318869863,79.13512328624732,148.91426226846622,128.939318869863,128.939318869863,-14.435999954856829,-14.435999954856829,-14.435999954856829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.785777733782728,10.785777733782728,10.785777733782728,-25.221777688639555,-25.221777688639555,-25.221777688639555,114.50331891500618
7,2020-01-08,128.92549668150684,67.70069958951292,135.61336948053702,128.92549668150684,128.92549668150684,-25.579707753524307,-25.579707753524307,-25.579707753524307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23086159392019645,-0.23086159392019645,-0.23086159392019645,-25.34884615960411,-25.34884615960411,-25.34884615960411,103.34578892798254
8,2020-01-09,128.91167449315068,69.67400618031763,137.5225990091427,128.91167449315068,128.91167449315068,-25.71656952644158,-25.71656952644158,-25.71656952644158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2814446720018885,-0.2814446720018885,-0.2814446720018885,-25.435124854439692,-25.435124854439692,-25.435124854439692,103.1951049667091
9,2020-01-10,128.89785230479453,82.75675347765515,148.4781129629972,128.89785230479453,128.89785230479453,-14.662741844232192,-14.662741844232192,-14.662741844232192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.815963256396092,10.815963256396092,10.815963256396092,-25.478705100628286,-25.478705100628286,-25.478705100628286,114.23511046056234
